ICAO,IATA,NOM,TAILLE,PAYS,CITE
DABC,CZL,Mohamed Boudiaf International,Mediumairport, Algeria, Constantine
MMCZ,CZM,Cozumel International,Mediumairport, Mexico, Cozumel
CZN,CZN,Chisana,Smallairport, United States, Chisana
CZO,CZO,Chistochina,Smallairport, United States, Chistochina
Z71,CZP,Cape Pole,Seaplanebase, United States, Cape Pole
SBCZ,CZS,Cruzeiro do Sul,Mediumairport, Brazil, Cruzeiro Do Sul
KCZT,CZT,Dimmit County,Smallairport, United States, Carrizo Springs
SKCZ,CZU,Las Brujas,Mediumairport, Colombia, Corozal
EPRU,CZW,Częstochowa-Rudniki,Smallairport, Poland, Częstochowa
ZSCG,CZX,Changzhou Benniu,Smallairport, China, Changzhou
YUNY,CZY,Cluny,Smallairport, Australia,
,CZZ,Campo,Closed, United States, Campo
KDAA,DAA,Davison Army Air Field,Mediumairport, United States, Fort Belvoir
KDAB,DAB,Daytona Beach International,Largeairport, United States, Daytona Beach
VGHS,DAC,Dhaka / Hazrat Shahjalal International,Mediumairport, Bangladesh, Dhaka
VVDN,DAD,Da Nang International,Largeairport, Vietnam, Da Nang
,DAF,Daup,Smallairport, Papua New Guinea,
KDAG,DAG,Barstow Daggett,Mediumairport, United States, Daggett
,DAH,Dathina,Closed, Yemen, Dathina
,DAI,Darjeeling,Closed, India, Darjeeling
,DAJ,Dauan Island,Closed, Australia, Dauan Island
HEDK,DAK,Dakhla,Smallairport, Egypt,
KDAL,DAL,Dallas Love Field,Largeairport, United States, Dallas
OSDI,DAM,Damascus International,Largeairport, Syria, Damascus
KDAN,DAN,Danville Regional,Mediumairport, United States, Danville
,DAO,Dabo,Smallairport, Papua New Guinea,
VNDL,DAP,Darchula,Smallairport, Nepal, Darchula
HTDA,DAR,Julius Nyerere International,Mediumairport, Tanzania, Dar es Salaam
CFF4,DAS,Great Bear Lake,Smallairport, Canada, Great Bear Lake
ZBDT,DAT,Datong,Smallairport, China, Datong
AYDU,DAU,Daru,Mediumairport, Papua New Guinea, Daru
MPDA,DAV,Enrique Malek International,Mediumairport, Panama, David
ZUDX,DAX,Dachuan,Smallairport, China, Dazhou
KDAY,DAY,James M Cox Dayton International,Largeairport, United States, Dayton
OADZ,DAZ,Darwaz,Smallairport, Afghanistan, Darwaz
OPDB,DBA,Dalbandin,Smallairport, Pakistan, Dalbandin
HEAL,DBB,El Alamein International,Mediumairport, Egypt, El Alamein
,DBC,Chang'an,Mediumairport, China, Baicheng
VEDB,DBD,Dhanbad,Mediumairport, India,
HADM,DBM,Debra Marcos,Smallairport, Ethiopia, Debra Marcos
KDBN,DBN,W H 'Bud' Barron,Smallairport, United States, Dublin
YSDU,DBO,Dubbo City Regional,Mediumairport, Australia, Dubbo
AYDB,DBP,Debepare,Smallairport, Papua New Guinea, Debepare
KDBQ,DBQ,Dubuque Regional,Largeairport, United States, Dubuque
U41,DBS,Dubois Municipal,Smallairport, United States, Dubois
HADT,DBT,Debre Tabor,Smallairport, Ethiopia, Debre Tabor
,DBU,Dambulu Oya Tank Seaplane Base,Closed, Sri Lanka, Dambulla
LDDU,DBV,Dubrovnik,Mediumairport, Croatia, Dubrovnik
YDAY,DBY,Dalby,Smallairport, Australia,
KDCA,DCA,Ronald Reagan Washington National,Largeairport, United States, Washington
TDCF,DCF,Canefield,Mediumairport, Dominica, Canefield
,DCG,Dubai Creek SPB,Seaplanebase, United Arab Emirates, Dubai
LIED,DCI,Decimomannu Air Base,Mediumairport, Italy, Decimomannu
DCK,DCK,Dahl Creek,Smallairport, United States, Dahl Creek
LFCK,DCM,Castres-Mazamet,Mediumairport, France, Castres/Mazamet
YCIN,DCN,RAAF Base Curtin,Mediumairport, Australia,
,DCR,Decatur HI-Way Airfield,Closed, United States, Decatur
MYRD,DCT,Duncan Town,Mediumairport, Bahamas,
KDCU,DCU,Pryor Field Regional,Smallairport, United States, Decatur
KDDC,DDC,Dodge City Regional,Mediumairport, United States, Dodge City
ZYDD,DDG,Dandong,Mediumairport, China, Dandong
,DDI,Daydream Is,Closed, Australia, Daydream Is
,DDM,Dodoima,Smallairport, Papua New Guinea,
YDLT,DDN,Delta Downs,Smallairport, Australia,
,DDP,Dorado Beach,Closed, Puerto Rico, Dorado
OPDG,DEA,Dera Ghazi Khan,Mediumairport, Pakistan, Dera Ghazi Khan
LHDC,DEB,Debrecen International,Mediumairport, Hungary, Debrecen
KDEC,DEC,Decatur,Mediumairport, United States, Decatur
VIDN,DED,Dehradun,Mediumairport, India, Dehradun
UHSM,DEE,Mendeleyevo,Smallairport, Russia, Kunashir Island
OIAD,DEF,Dezful,Smallairport, Iran,
KDEH,DEH,Decorah Municipal,Smallairport, United States, Decorah
FSSD,DEI,Denis Island,Smallairport, Seychelles, Denis Island
VIDP,DEL,Indira Gandhi International,Largeairport, India, New Delhi
HADD,DEM,Dembidollo,Smallairport, Ethiopia, Dembidollo
KDEN,DEN,Denver International,Largeairport, United States, Denver
,DEO,Hyatt Regency H/P,Closed, United States, Dearborn
VEDZ,DEP,Daporijo,Smallairport, India, Daporijo
AYDE,DER,Derim,Smallairport, Papua New Guinea, Derim
FSDR,DES,Desroches,Smallairport, Seychelles, Desroches Island
KDET,DET,Coleman A. Young Municipal,Mediumairport, United States, Detroit
OSDZ,DEZ,Deir ez-Zor Air Base,Mediumairport, Syria, Deir ez-Zor
KDFI,DFI,Defiance Memorial,Smallairport, United States, Defiance
YDDF,DFP,Drumduff,Smallairport, Australia, Drumduff
KDFW,DFW,Dallas Fort Worth International,Largeairport, United States, Dallas-Fort Worth
,DGA,Dangriga,Mediumairport, Belize, Dangriga
,DGB,Danger Bay,Closed, United States, Danger Bay
HADB,DGC,Degah Bur,Closed, Ethiopia, Degah Bur
YDGA,DGD,Dalgaranga Gold Mine,Smallairport, Australia,
YMDG,DGE,Mudgee,Mediumairport, Australia, Mudgee
CAL3,DGF,Douglas Lake,Smallairport, Canada, Douglas Lake
,DGG,Fishermans Airfield,Closed, Papua New Guinea, Daugo Island
VEDO,DGH,Deoghar Airstrip,Smallairport, India, Deoghar
KDGL,DGL,Douglas Municipal,Smallairport, United States, Douglas
,DGM,Dandugama Seaplane Base,Closed, China, Colombo
KNDY,DGN,Dahlgren Naval Surface Warfare Center,Smallairport, United States, Dahlgren
MMDO,DGO,General Guadalupe Victoria International,Mediumairport, Mexico, Durango
EVDA,DGP,Daugavpils Intrenational,Mediumairport, Latvia, Daugavpils
NZDA,DGR,Dargaville Aerodrome,Smallairport, New Zealand,
RPVD,DGT,Sibulan,Mediumairport, Philippines, Dumaguete City
DFOD,DGU,Dedougou,Smallairport, Burkina Faso, Dedougou
KDGW,DGW,Converse County,Smallairport, United States, Douglas
EGDX,DGX,MoD St. Athan,Mediumairport, United Kingdom, St. Athan
OEDR,DHA,King Abdulaziz Air Base,Largeairport, Saudi Arabia,
,DHB,Deer Harbor SPB,Closed, United States, Deer Harbor
YDRH,DHD,Durham Downs,Smallairport, Australia,
OMAM,DHF,Al Dhafra Air Base,Mediumairport, United Arab Emirates,
VNDH,DHI,Dhangarhi,Smallairport, Nepal, Dhangarhi
,DHL,Dhala,Closed, Yemen, Dhala
VIGG,DHM,Kangra,Mediumairport, India,
KDHN,DHN,Dothan Regional,Mediumairport, United States, Dothan
EHKD,DHR,De Kooy,Mediumairport, Netherlands, Den Helder
KDHT,DHT,Dalhart Municipal,Mediumairport, United States, Dalhart
VEMN,DIB,Dibrugarh,Mediumairport, India, Dibrugarh
FMNA,DIE,Arrachart,Mediumairport, Madagascar,
ZPDQ,DIG,Diqing,Mediumairport, China, Shangri-La
LFSD,DIJ,Dijon-Bourgogne,Mediumairport, France, Dijon/Longvic
KDIK,DIK,Dickinson Theodore Roosevelt Regional,Mediumairport, United States, Dickinson
WPDL,DIL,Presidente Nicolau Lobato International,Mediumairport, Timor-Leste, Dili
DIDK,DIM,Dimbokro,Smallairport, Côte d'Ivoire, Dimbokro
VVDB,DIN,Dien Bien Phu,Mediumairport, Vietnam, Dien Bien Phu
,DIO,Diomede Heliport,Closed, United States," Diomede Island, AK"
DFED,DIP,Diapaga,Smallairport, Burkina Faso, Diapaga
SNDV,DIQ,Brigadeiro Cabral,Smallairport, Brazil, Divinópolis
HADR,DIR,Aba Tenna Dejazmach Yilma International,Mediumairport, Ethiopia, Dire Dawa
FCPD,DIS,Ngot Nzoungou,Mediumairport, Congo (Brazzaville), Dolisie
VA1P,DIU,Diu,Smallairport, India, Diu
,DIV,Divo,Closed, Côte d'Ivoire, Divo
LTCC,DIY,Diyarbakir,Mediumairport, Turkey, Diyarbakir
DBBD,DJA,Djougou,Smallairport, Benin, Djougou
WIPA,DJB,Sultan Thaha,Smallairport, Indonesia, Jambi-Sumatra Island
DTTJ,DJE,Djerba Zarzis International,Mediumairport, Tunisia, Djerba
DAAJ,DJG,Djanet Inedbirene,Mediumairport, Algeria, Djanet
WAJJ,DJJ,Sentani,Mediumairport, Indonesia, Jayapura-Papua Island
FCBD,DJM,Djambala,Smallairport, Congo (Brazzaville), Djambala
D66,DJN,Delta Junction,Smallairport, United States, Delta Junction
DIDL,DJO,Daloa,Mediumairport, Côte d'Ivoire,
YDAJ,DJR,Dajarra,Smallairport, Australia,
BIDV,DJU,Djúpivogur,Smallairport, Iceland, Djúpivogur
,DKA,Katsina,Smallairport, Nigeria, Katsina
YDKI,DKI,Dunk Island,Smallairport, Australia, Dunk Island
KDKK,DKK,Chautauqua County-Dunkirk,Smallairport, United States, Dunkirk
GOOY,DKR,Léopold Sédar Senghor International,Largeairport, Senegal, Dakar
UODD,DKS,Dikson,Mediumairport, Russia, Dikson
YDVR,DKV,Docker River,Smallairport, Australia,
FKKD,DLA,Douala International,Mediumairport, Cameroon, Douala
,DLB,Dalbertis,Closed, Papua New Guinea, Dalbertis
ZYTL,DLC,Zhoushuizi,Largeairport, China, Dalian
ENDI,DLD,Geilo Dagali,Smallairport, Norway, Dagali
LFGJ,DLE,Dole-Tavaux,Mediumairport, France, Dole/Tavaux
KDLF,DLF,Laughlin Air Force Base,Largeairport, United States, Del Rio
PADL,DLG,Dillingham,Mediumairport, United States, Dillingham
KDLH,DLH,Duluth International,Largeairport, United States, Duluth
VVDL,DLI,Lien Khuong,Smallairport, Vietnam, Dalat
YDLK,DLK,Dulkaninna,Smallairport, Australia, Dulkaninna
KDLC,DLL,Dillon County,Smallairport, United States, Dillon
LTBS,DLM,Dalaman International,Largeairport, Turkey, Dalaman
,DLO,Dolomi,Closed, United States, Dolomi
,DLP,Disneyland Paris,Closed, France, Disneyland Paris
KDLS,DLS,Columbia Gorge Regional the Dalles Municipal,Mediumairport, United States, The Dalles
ZPDL,DLU,Dali,Mediumairport, China, Xiaguan
YDLV,DLV,Delissaville,Smallairport, Australia,
NVVD,DLY,Dillon's Bay,Smallairport, Vanuatu, Dillon's Bay
ZMDZ,DLZ,Dalanzadgad,Mediumairport, Mongolia, Dalanzadgad
KDMA,DMA,Davis Monthan Air Force Base,Mediumairport, United States, Tucson
UADD,DMB,Taraz,Mediumairport, Kazakhstan, Taraz
YDMG,DMD,Doomadgee,Smallairport, Australia,
UUDD,DME,Domodedovo International,Largeairport, Russia, Moscow
VTBD,DMK,Don Mueang International,Largeairport, Thailand, Bangkok
OEDF,DMM,King Fahd International,Largeairport, Saudi Arabia, Ad Dammam
KDMN,DMN,Deming Municipal,Mediumairport, United States, Deming
KDMO,DMO,Sedalia Memorial,Smallairport, United States, Sedalia
,DMR,Dhamar,Closed, Yemen, Dhamar
SWDM,DMT,Diamantino,Smallairport, Brazil, Diamantino
VEMR,DMU,Dimapur,Mediumairport, India, Dimapur
RODN,DNA,Kadena Air Base,Largeairport, Japan,
YDBR,DNB,Dunbar,Smallairport, Australia,
,DNC,Danane,Closed, Côte d'Ivoire, Danane
EGPN,DND,Dundee,Mediumairport, United Kingdom, Dundee
,DNE,Dallas North Airport,Closed, United States, Dallas
,DNF,Martubah,Smallairport, Libya, Derna
YDGN,DNG,Doongan,Smallairport, Australia,
ZLDH,DNH,Dunhuang,Mediumairport, China, Dunhuang
HSWD,DNI,Wad Medani,Smallairport, Sudan, Wad Medani
UKDD,DNK,Dnipropetrovsk International,Mediumairport, Ukraine, Dnipropetrovsk
KDNL,DNL,Daniel Field,Mediumairport, United States, Augusta
SWDN,DNO,Dianópolis,Smallairport, Brazil, Dianópolis
VNDG,DNP,Tulsipur,Smallairport, Nepal, Dang
YDLQ,DNQ,Deniliquin,Mediumairport, Australia, Deniliquin
LFRD,DNR,Dinard-Pleurtuit-Saint-Malo,Mediumairport, France, Dinard/Pleurtuit/Saint-Malo
,DNT,Downtown Heliport,Closed, United States, Santa Ana
AYDN,DNU,Dinangat,Smallairport, Papua New Guinea, Dinangat
KDNV,DNV,Vermilion Regional,Smallairport, United States, Danville
HSGG,DNX,Galegu,Smallairport, Sudan, Dinder
LTAY,DNZ,Çardak,Mediumairport, Turkey, Denizli
,DOA,Doany,Smallairport, Madagascar, Doany
WAPD,DOB,Rar Gwamar,Smallairport, Indonesia, Dobo-Warmar Island
,DOC,Dornoch Airfield,Smallairport, United Kingdom, Dornoch
HTDO,DOD,Dodoma,Mediumairport, Tanzania, Dodoma
SMDJ,DOE,Djumu-Djomoe,Smallairport, Suriname, Djumu-Djomoe
,DOF,Dora Bay,Closed, United States, Dora Bay
HSDN,DOG,Dongola,Mediumairport, Sudan, Dongola
OTHH,DOH,Hamad International,Largeairport, Qatar, Doha
AYDO,DOI,Doini,Smallairport, Papua New Guinea, Castori Islets
UKCC,DOK,Donetsk International,Largeairport, Ukraine, Donetsk
LFRG,DOL,Deauville-Saint-Gatien,Mediumairport, France, Deauville
TDPD,DOM,Melville Hall,Mediumairport, Dominica, Marigot
MGDL,DON,Dos Lagunas,Smallairport, Guatemala, Dos Lagunas
AYDR,DOO,Dorobisoro,Smallairport, Papua New Guinea, Dorobisoro
VNDP,DOP,Dolpa,Smallairport, Nepal, Dolpa
DFEE,DOR,Dori,Smallairport, Burkina Faso, Dori
,DOS,Dios,Closed, Papua New Guinea, Dios
SBDO,DOU,Dourados,Smallairport, Brazil, Dourados
KDOV,DOV,Dover Air Force Base,Largeairport, United States, Dover
YDRA,DOX,Dongara,Smallairport, Australia,
ZSDY,DOY,Dongying Shengli,Mediumairport, China, Dongying
KDPA,DPA,Dupage,Mediumairport, United States, Chicago/West Chicago
LFAB,DPE,St Aubin,Smallairport, France, Dieppe
KDPG,DPG,Michael AAF (Dugway Proving Ground),Smallairport, United States, Dugway Proving Ground
,DPK,Deer Park,Closed, United States, Deer Park
RPMG,DPL,Dipolog,Mediumairport, Philippines, Dipolog City
YDPO,DPO,Devonport,Mediumairport, Australia, Devonport
WADD,DPS,Ngurah Rai (Bali) International,Largeairport, Indonesia, Denpasar-Bali Island
,DPU,Dumpu,Closed, Papua New Guinea, Dumpu
ZYDQ,DQA,Saertu,Smallairport, China, Daqing Shi
PALP,DQH,Alpine Airstrip,Smallairport, United States, Deadhorse
KDRA,DRA,Desert Rock,Mediumairport, United States, Mercury
YDBY,DRB,Derby,Mediumairport, Australia,
,DRC,Dirico,Smallairport, Angola, Dirico
YDOR,DRD,Dorunda,Smallairport, Australia, Dorunda Outstation
KDRM,DRE,Drummond Island,Smallairport, United States, Drummond Island
3AK5,DRF,Drift River,Smallairport, United States, Kenai
PADE,DRG,Deering,Mediumairport, United States, Deering
WAJC,DRH,Dabra,Smallairport, Indonesia, Dabra-Papua Island
KDRI,DRI,Beauregard Regional,Mediumairport, United States, De Ridder
SMDA,DRJ,Drietabbetje,Smallairport, Suriname, Drietabbetje
MRDK,DRK,Drake Bay,Smallairport, Costa Rica, Puntarenas
,DRM,Drama,Closed, Greece, Drama
YDBI,DRN,Dirranbandi,Mediumairport, Australia,
KDRO,DRO,Durango La Plata County,Smallairport, United States, Durango
YDRI,DRR,Durrie,Smallairport, Australia,
EDDC,DRS,Dresden,Largeairport, Germany, Dresden
KDRT,DRT,Del Rio International,Mediumairport, United States, Del Rio
KDRU,DRU,Drummond,Smallairport, United States, Drummond
YPDN,DRW,Darwin International,Mediumairport, Australia, Darwin
YDRD,DRY,Drysdale River,Smallairport, Australia,
EGCN,DSA,Robin Hood Doncaster Sheffield,Largeairport, United Kingdom, Doncaster
FKKS,DSC,Dschang,Smallairport, Cameroon, Dschang
TFFA,DSD,La Désirade,Smallairport, Guadeloupe, Grande Anse
HADC,DSE,Combolcha,Smallairport, Ethiopia, Dessie
,DSG,Dilasag,Smallairport, Philippines, Dilasag
KDTS,DSI,Destin Executive,Smallairport, United States, Destin
OPDI,DSK,Dera Ismael Khan,Mediumairport, Pakistan, Dera Ismael Khan
,DSL,Daru,Closed, Sierra Leone, Daru
KDSM,DSM,Des Moines International,Largeairport, United States, Des Moines
ZBDS,DSN,Ordos Ejin Horo,Mediumairport, China, Ordos
ZKSD,DSO,Sondok,Closed, North Korea, Sŏndŏng-ni
YSRD,DSR,Sunrise Dam,Smallairport, Australia,
KDSV,DSV,Dansville Municipal,Smallairport, United States, Dansville
RCLM,DSX,Dongsha Island,Smallairport, Taiwan, Pratas Island
KDTA,DTA,Delta Municipal,Smallairport, United States, Delta
WIMN,DTB,Silangit,Smallairport, Indonesia, Siborong-Borong
WALJ,DTD,Datadawai,Smallairport, Indonesia, Datadawai-Borneo Island
RPUD,DTE,Daet,Mediumairport, Philippines, Daet
,DTH,Furnace Creek,Closed, United States, Death Valley National Park
SNDT,DTI,Diamantina,Smallairport, Brazil, Diamantina
KDTL,DTL,Detroit Lakes - Wething Field,Smallairport, United States, Detroit Lakes
EDLW,DTM,Dortmund,Largeairport, Germany, Dortmund
KDTN,DTN,Shreveport Downtown,Smallairport, United States, Shreveport
WN07,DTR,Decatur Shores,Smallairport, United States, Decatur
KDTW,DTW,Detroit Metropolitan Wayne County,Largeairport, United States, Detroit
KDUA,DUA,Eaker Field,Smallairport, United States, Durant
EIDW,DUB,Dublin,Largeairport, Ireland, Dublin
KDUC,DUC,Halliburton Field,Smallairport, United States, Duncan
NZDN,DUD,Dunedin,Mediumairport, New Zealand, Dunedin
FNDU,DUE,Dundo,Mediumairport, Angola, Chitato
7NC2,DUF,Pine Island,Smallairport, United States, Corolla
KDUG,DUG,Bisbee Douglas International,Mediumairport, United States, Douglas Bisbee
KDUJ,DUJ,DuBois Regional,Mediumairport, United States, Dubois
FADK,DUK,Mubatuba,Smallairport, South Africa, Mubatuba
WIBD,DUM,Pinang Kampai,Mediumairport, Indonesia, Dumai-Sumatra Island
BGDU,DUN,Dundas,Closed, Greenland, Pituffik
CAM3,DUQ,Duncan,Smallairport, Canada, Duncan
FALE,DUR,King Shaka International,Largeairport, South Africa, Durban
EDDL,DUS,Düsseldorf,Largeairport, Germany, Düsseldorf
PADU,DUT,Unalaska,Mediumairport, United States, Unalaska
,DVA,Deva,Closed, Romania, Deva
CDK2,DVK,Diavik,Smallairport, Canada, Diavik
KDVL,DVL,Devils Lake Regional,Smallairport, United States, Devils Lake
KDVN,DVN,Davenport Municipal,Smallairport, United States, Davenport
RPMD,DVO,Francisco Bangoy International,Largeairport, Philippines, Davao City
YDPD,DVP,Davenport Downs,Smallairport, Australia,
YDMN,DVR,Daly River,Smallairport, Australia,
KDVT,DVT,Phoenix Deer Valley,Smallairport, United States, Phoenix
FWDW,DWA,Dwangwa,Mediumairport, Malawi, Dwangwa
FMNO,DWB,Soalala,Smallairport, Madagascar, Soalala
OMDW,DWC,Al Maktoum International,Largeairport, United Arab Emirates, Jebel Ali
OEDW,DWD,Dawadmi Domestic,Mediumairport, Saudi Arabia, Dawadmi
KDWF,DWF,Wright Field,Closed, United States, Dayton
KDWH,DWH,David Wayne Hooks Memorial,Smallairport, United States, Houston
,DWN,Downtown Airpark,Closed, United States, Oklahoma City
,DWR,Dywer Airbase,Smallairport, Afghanistan, Camp Dwyer
,DWS,Lake Buena Vista STOLport,Closed, United States, Walt Disney World
,DXA,Deux Alpes,Closed, France, Deux Alpes
OMDB,DXB,Dubai International,Largeairport, United Arab Emirates, Dubai
YDIX,DXD,Dixie,Smallairport, Australia, New Dixie
KMBO,DXE,Bruce Campbell Field,Smallairport, United States, Madison
KDXR,DXR,Danbury Municipal,Smallairport, United States, Danbury
YDYS,DYA,Dysart,Mediumairport, Australia,
ZGDY,DYG,Dayong,Smallairport, China, Dayong
KDYL,DYL,Doylestown,Smallairport, United States, Doylestown
,DYM,Diamantina Lakes,Smallairport, Australia, Diamantina Lakes
UHMA,DYR,Ugolny,Mediumairport, Russia, Anadyr
KDYS,DYS,Dyess Air Force Base,Largeairport, United States, Abilene
UTDD,DYU,Dushanbe,Mediumairport, Tajikistan, Dushanbe
YDLW,DYW,Daly Waters,Smallairport, Australia, Daly Waters
FMCZ,DZA,Dzaoudzi Pamandzi International,Mediumairport, Mayotte, Dzaoudzi
UAKD,DZN,Zhezkazgan,Mediumairport, Kazakhstan, Zhezkazgan
SUDU,DZO,Santa Bernardina International,Mediumairport, Uruguay, Durazno
ZUDZ,DZU,Dazu Air Base,Smallairport, China, Dazu
PAEG,EAA,Eagle,Smallairport, United States, Eagle
OYAB,EAB,Abbse,Smallairport, Yemen, Abbse
NVSE,EAE,Siwo,Smallairport, Vanuatu, Emae Island
,EAL,Elenak,Smallairport, Marshall Islands, Mejato Island
OENG,EAM,Nejran,Mediumairport, Saudi Arabia,
KEAN,EAN,Phifer Airfield,Smallairport, United States, Wheatland
KEAR,EAR,Kearney Regional,Smallairport, United States, Kearney
LESO,EAS,San Sebastian,Mediumairport, Spain, Hondarribia
KEAT,EAT,Pangborn Memorial,Mediumairport, United States, Wenatchee
KEAU,EAU,Chippewa Valley Regional,Mediumairport, United States, Eau Claire
LIRJ,EBA,Marina Di Campo,Mediumairport, Italy, Marina  Di Campo
HUEN,EBB,Entebbe International,Mediumairport, Uganda, Kampala
HSOB,EBD,El Obeid,Mediumairport, Sudan, Al-Ubayyid
SKEB,EBG,El Bagre,Mediumairport, Colombia, El Bagre
DAOY,EBH,El Bayadh,Smallairport, Algeria, El Bayadh
EKEB,EBJ,Esbjerg,Mediumairport, Denmark, Esbjerg
ORER,EBL,Erbil International,Mediumairport, Iraq, Arbil
DTTR,EBM,El Borma,Mediumairport, Tunisia, El Borma
,EBN,Ebadon,Smallairport, Marshall Islands, Ebadon Island
,EBO,Ebon,Smallairport, Marshall Islands, Ebon Atoll
,EBR,Downtown,Closed, United States, Baton Rouge
KEBS,EBS,Webster City Municipal,Smallairport, United States, Webster City
LFMH,EBU,Saint-Étienne-Bouthéon,Mediumairport, France, Saint-Étienne/Bouthéon
FKKW,EBW,Ebolowa,Smallairport, Cameroon, Ebolowa
,ECA,Iosco County,Smallairport, United States, East Tawas
KECG,ECG,Elizabeth City Regional & Coast Guard Air Station,Mediumairport, United States, Elizabeth City
YECH,ECH,Echuca,Mediumairport, Australia,
LCEN,ECN,Ercan International,Mediumairport, Cyprus, Nicosia
,ECO,El Encanto,Smallairport, Colombia, El Encanto
KECP,ECP,Northwest Florida Beaches International,Mediumairport, United States, Panama City Beach
SKEH,ECR,El Charco,Smallairport, Colombia, El Charco
KECS,ECS,Mondell Field,Smallairport, United States, Newcastle
LECU,ECV,Cuatro Vientos,Mediumairport, Spain, Madrid
